titles,link_to_content,textes,categories
MAKI SÀLL DAA BËGG ÑU NEENAL BORUB AFRIG BI,https://saabal.com/maki-sall-daa-begg-nu-neenal-borub-afrig-bi/,"['Ci ab bataaxel bu mu jaarale ci «\xa0tiwitéer\xa0» ci la njiitu réew mi Maki Sàll ndokkalee waa réew mi ci seen sàmmonte ak digle yi ñu def ngir xeex jàngoroy koronaawiris ji.  Moo ngi woo nit ñi ñu gën a jël seen i matukaay te def seen warugar. Moo ngi leen di woo itam ci ñu dal waaye itam di fagaru ngir man a xeex tawat ji. Waaye njort na ne mbas mi laal na Afrig niki àddina sépp te jeexital yi dina gën a feeñ ci wàllu koom mi. ', 'Ci noonu nag ci la sàkkoo ci ñi muy lëngool ci diggante réew ak réew ak ci ñi muy lëngool ci wàll yépp rekk ñu dawal yërmaande ci kembaarug Afrig daaldi neenal bor bi.', 'Albatros ak Abdu Salaam Saar', 'Partager la publication ""MAKI SÀLL DAA BËGG ÑU NEENAL BORUB AFRIG BI""']",koom
JÀPP GU AM SOLO CI AY GARAB YU BAAXUL CA KAFRIN,https://saabal.com/japp-gu-am-solo-ci-ay-garab-yu-baaxul-ca-kafrin/,"['', 'Caaliy Senegaal yi ñu ngi gën a def i jaloore ci njaay yu bon yi ñiy dugal ci réew mi rawatina garab yi. Bis bu Yàlla sàkk, ñu ngi saytu digi réew mi di lëñtu ak a luññutu. Bunu sukkandikoo ci xibaar yi nu jële ci yéenekaay bii di «Libération Online», ndëgg-sërëx gi caali yi lal ca njéggiteg Njaawu-Bàmbali nekk ca goxub Kafrin tax na ci dibéer benn panu maars 2020 bi 4i waxtu jotee ci guddi ñu jàpp daamar gu yab i garab yu baaxul te ñu xayma ko ci lu toll ci juróom-benn fukk ak benni milyoŋ ak xaaj ci sunu xaalis. Génn yooyu ñuy amal leeg-leeg te ñu tàmbali woon ko ci weery feewarye tax na ñu teg loxo lu toll ci xaaju milyaar ci garab yu baaxul. Cig pàttali, ca Keedugu jàpp nañu fa lu toll ci ñatti-téeméer ak fanweer ak ciy milyoŋ, Cees jàpp nañu fa lu toll ci téeméeri milyoŋ, Kafrin lu toll ci juróomi-ñatt fukk ak ñenti milyoŋ. Faj sa bopp ci garab yooyu dina tax sa yaram dem ba dootul nangu benn garab ba tax jafe-jafey wér gi yaram dina yomb ci ñiy def lu ni mel.', 'Albatros ', 'Partager la publication ""JÀPP GU AM SOLO CI AY GARAB YU BAAXUL CA KAFRIN""']",koom
Xoolal taaxi nit ñu ñuul ñi laataa ñuy jaxasoo ak tubaab bi: danoo war a bég ci li nu donn ndax sunu mboor la,https://saabal.com/xoolal-taaxi-nit-nu-nuul-ni-laataa-nuy-jaxasoo-ak-tubaab-bi-danoo-war-a-beg-ci-li-nu-donn-ndax-sunu-mboor-la/,"['', 'Xoolal nataal bi. Boo ko nee jàkk sa bët fees dell ndax xereñte ak xel mu ñaw mi ñu defaree këri «\xa0Grassfeild\xa0» laataa mbéefarkat yi di fa dugg. Nataal baa ngi am ci atum junni ak juróom ñatti téemeer ak juróom ñaar fukk (1870). Néeg yooyu nekk ci ginnaaw niru na lool taax yi nu xam te tàmm koo gis ci sunu jamonoy tay jii, ci sunu réew yi rawatina yu Tugal yi. Loolaay njëlbéenug wujje gi dox ci diggante askani Grassfeild ak mbéefarkat bi.', 'Kon xam ngeen ne jéemantu ak sos ak a fent jot naa am ci Afrig ba waral fiiraange tubaab bi lal i pexe ngir faagaagal askan woowu. Ña ca jëkk di waa Almaañ ñi diri askan woowu fu nekk ci Kamerun ngir di leen liggéeyloo liggéey bu ñu sañul a bañ. Daan nañu tabax ak a defar ay njéggite, ay raay ak ay taaxi mbéefarkat yi.', 'Ginnaaw gi ci la farañse yi ñëw bóom ñatti téemeeri junniy (300 000) doomi Grassfeild ci diggante atum junni ak juróom ñenti téemeer ak juróom fukk ak juróom (1955) ba atum junni ak juróom ñenti téemeer ak juróom benn fukk ak ñaar (1962).', 'Bi mbéefarkat agsee ci tund woowu, dañoo yéemu woon ca lootaabiin wa ak it xereñte ga ña fa dëkkoon am ci wàllu tabax. Waaye ngir noot leen, màbb seen mbatiit ak seen mboor, ca la mbéefarkat daaldi yàqe jépp jëf ju ñu fa sottaloon. Lu nag dafay weddi seen gis-gis bi ñu yaxal ci mboor te laluwul lu dul xeetal mooy: «\xa0nit ku ñuul amul xel\xa0». Loolu dafay tolloo ak la ñu defoon ca Àlaxsanderi ca Tombuktu. Nan la ñu fa def? Dañoo taal kàggu ya ak jànguwaay ya ñu fa fekk ngir fay taali jàngu ya daan tas xam-xam ba ca réewi ñuule ya.', 'Ci diggante atum 1877 ba 1960 ci la ñu daaldi yàq lu ñu sampoon ca «\xa0réewu Bamaleke\xa0» waaye mujj ñoo man a dindi walla ñu nasaxal mbatiit ak gëm-gëmu askan wa. Cosaanu turu Bangangte (di ñi bañ njaam ak nooteel) mi ñgi jóge ci bañ googu.', 'Kàgguy denc yi, wane nañu ci lu mat sëkk ne béefar gi jëmul woon mukk ci suqali nit ku ñuul waaye dafa gën a nasaxal seen xel. Xereñtéefu doomi Afrig yi lu fésoon la laataa béefarkat bi di fi dugg. Waaye bi ñu fi agsee lañu ko tàmbalee nësëxal.', 'Mbéefarkat : colonisateur / mbéefar g: colonisation, asservissement / mbatiit: culture / mboor : histoire / taax mi: l’immeuble, batiment', 'Albatros  ak Habiibul Xadiim Géy ak Tuubaa Silla Maxtaar ', 'Partager la publication ""Xoolal taaxi nit ñu ñuul ñi laataa ñuy jaxasoo ak tubaab bi: danoo war a bég ci li nu donn ndax sunu mboor la""']",mboor
ONU : kembaarug Afrig am na ab toogoom ca ndiisoog mbootaayu xeet yi,https://saabal.com/onu-kembaarug-afrig-am-na-ab-toogoom-ca-ndiisoog-mbootaayu-xeet-yi/,"['Tàngoon na lool démb ca  ñaareelu wërngalu tànn ga mbootaayu xeet ya doon def ngir am menn réew mu fay toogal Afrig niki cér buy àddu ci dogal yi. Keeñaa nag mooy réew mi ñu mujj tànn ngir mu toogal fa réewi Afrig yépp.', 'Ba ñuy saytu njuréefi tànn ga njëkk ga, muy Keeñaa di Jibuti, kenn amu ci woon limub baat yu ko may mu man a am dayo bi war ngir jàll ca tànn gu njëkk ga, waraloon ñu dem ci ñaareelu wërngal bii leen teqe.', 'Cig pàttali, ngir nga jàll nekk ab cér buy dogal, lawax bu nekk dafa war a am lumu néew-néew ñaar ci ñent (2/4) ca li mub jàmburi ngomblaan ga.', 'bàlluwaay bi: Reuters', 'Lawax: candidat / ngomblaan: Assamblée délibérante / njuréef: résultat / Mbootaayu xeet yi: Naions unies / ndiisoo gi: le conseil (entité)', 'Àlliyun Jóob / Móomi Jóob / Tuubaa Silla Maxtaar', 'Partager la publication ""ONU : kembaarug Afrig am na ab toogoom ca ndiisoog mbootaayu xeet yi""']",mboor
Mboorum Lamin Seŋoor  doonoon kenn ci sóobare yi demoon  xeexali Farãas  Ak Mari Ñanjuru soxnas bañkati bi nekkoon fele ca Keeñaa doon xeex nooteel gi,https://saabal.com/mboorum-lamin-senoor-doonoon-kenn-ci-soobare-yi-demoon-xeexali-faraas-ak-mari-nanjuru-soxnas-bankati-bi-nekkoon-fele-ca-keenaa-doon-xeex-nooteel-gi/,"['Partager la publication ""Mboorum Lamin Seŋoor  doonoon kenn ci sóobare yi demoon  xeexali Farãas  Ak Mari Ñanjuru soxnas bañkati bi nekkoon fele ca Keeñaa doon xeex nooteel gi""']",mboor
Xare diggante Wiyetnaam ak Amerig: tontuy Muhammat Aali jamono ja ñu ko bëggee yóbb ca kàrce ga ngir mu xeexi.,https://saabal.com/xare-diggante-wiyetnaam-ak-amerig-tontuy-muhammat-aali-jamono-ja-nu-ko-beggee-yobb-ca-karce-ga-ngir-mu-xeexi/,"['', '«\xa0Duma làqatu nag. Duma lakk it raaya yi. Duma daw duma daay  mbaa may làquji Kanadaa. Fii laay des. Du danga maa bëgg a yóbb duŋŋ-Siin ? Waaw Bismilaah man maa ngi kaso ci diirub  ñenti téeméeri (400) at. Ta it man naa cee wéy ba juróomi téeméeri (500) at mbaa lu ko ëpp, waaye duma séqi ab jéego luy tollu ci fukki junniy (10 000) jun-ñay ngir jàppale leen ngeen di néewal doole ay néew doole mbaa di leen faat «\xa0.', '', '\xa0» Suma bëggee faatu daal, fii laay faatoo, jàmmaarloo ak yaw. Yaw yaay samab noon, du saa-siin yi mbaa wiyet-koŋ, mbaa saa-sapoŋ yi. Taw, yaw ci sa bopp, yaay ki ma noonoo jamono ba nga xamee  ne maa ngi bëgg a jot samag yaataay. Yaw yaay ki may gàllankoor jamono ja ma bëggee Yoon di Yoon.\xa0»', '\xa0» Yaw yaay ki nasaxal samay mébét jamano ja ma bëggee ag yamale. Dangaa bëgg ma dem fenn ci àddina si ?', 'Moo ne fii ci Amerig sax aaroo samay àq ak sam gëm-gëm. Foofu sax sori na fii ci sama kër gii sax aaroo ma fi\xa0».', 'Kaasus Kaley di Muhammet Aali', 'Leeral: duŋŋ-Siin: prison / jun-ñay: kilométre', 'Tekkikat bi: Àlliyun Jóob / bindkat bi: Habiibul Xadiim Géy ', 'Partager la publication ""Xare diggante Wiyetnaam ak Amerig: tontuy Muhammat Aali jamono ja ñu ko bëggee yóbb ca kàrce ga ngir mu xeexi.""']",mboor
Ma tënkal la tuuti ci Saamóori Ture!,https://saabal.com/ma-tenkal-la-tuuti-ci-saamoori-ture/,"['Niki bisub tay bii 02 suwe 1900, ci la Almaami Saamóori Ture wàcc liggéey. Doonoon na jàmbaar ju mag, ab bañkat te daan xeex notaakon bi.Moom, moo taxawal nguurug Wasulu, daan xeex noot gi tubaab bi daan noot réewi nit ñu ñuul ñi ci Afrig sowu-jant gi. Maamu Seeku Ture la mi fi doonoon njiitu réewum Gine te doon jàmbaar ju mag.Bokkoon na ci nooni tubaab yi gën a wex ci ay jamonoom. Ci 02 awril 1882 ci xareb Woyowoyànko, jàmbaari xarekat bii di Saamóori Ture ca la bome xareb mbéefarkati Farãas yi, muy ndam lu rëy.', 'Ndaanaan lu mag lii di Saamóori Ture xeex na noteel gi lu tolloo ci fukki at ak juróom-ñaar ba ni ko tubaab bi jàppe. Mu ngi faatu bisub 02 suwe 1990 ca Gaboŋ, ginnaaw bi ñu ko fa gàddaayalee.', 'www.saabal.com', 'Mbéefakat b: colonisateurBom: gagner', 'Partager la publication ""Ma tënkal la tuuti ci Saamóori Ture!""']",mboor
"Réere sa mboor, réere sa diine ak sa jëm-kanam",https://saabal.com/reere-sa-mboor-reere-sa-diine-ak-sa-jem-kanam/,"['Mboor day yoon wiy tax pas-pasu nit leer, ay jikkoom sàmmu, réere sa mboor, day tax sag dellu ginnaaw ak sag doyadi. Ndax liy tabax am réew day nekk lunu jokkale ci ay maam, baay, doom sët menn maas rekk manut a tabax ba mu mat. Dafay tàmbali ba mu sori, geneen ñëw àggali, ba keroog muy mat. Waxtu woo xam ne réere nanu sunu mboor, sunu Islaam du jag sunu àdduna du jag. Moo tax bi Yàlla yónnee Yónnent bi, li mu ko njëkk a defal mooy fàttali ko mboorum Yónnent ya, la ca wér mu dëggal ko la ca wérul di ay sos mu leeral ko nam demee ba àgg. Loolu di wund ne réere sa mboor sa dara du jag, dellu ginnaaw daf lay yomb.', 'Am réew mu bëgg a jëm kanam la muy njëkk a def mooy xool mbooram, tënk ca fexe ba du ca rëcc, waaye aji-not ji moom li ko yitteel mooy taxale la ak sa mboor ngir am noteel gu sax dàkk.', 'Moo tax xeltukat bu mag bii te ràññeeku muy Seex Anta Jóob li mu gën a soññee mooy fexe ba nit ku ñuul xam mbooram, def ci liggéey bu am solo ndax xam nanu loolu rekk mooy xeex bi sunu fàddoo ba keroog saa di taxaw dunu jëm kanam. Waaye, loolu su amee, li ci des lépp dina ñëw. Moo tax boo xoole yenn réew yi niki Siin ginnaaw bi ñaari xare yu mag yi jeexee li mu def mooy delluwaat ci mbooram ngir tabax réewam.', 'Bàyyil xel ci sa mboor soo bëggee jëm kanam, koo gis ku koy soobantal ñaar rekk lay doon ki tubaab bi yar ba xeebloo ko boppam ak ki naar bi yar ba mu yëg ne moom amul solo.', 'Mboor m=histoireXeltukat b=philosophe ', 'Imaam Ñaŋ Saabal.net', 'www.saabal.com / www.jangwolof.com', 'Partager la publication ""Réere sa mboor, réere sa diine ak sa jëm-kanam""']",mboor
Mboor / Fàttaliku – 31 weeru me atum 1994 – 31 weeru me 2019,https://saabal.com/mboor-fattaliku-31-weeru-me-atum-1994-31-weeru-me-2019/,"['Ñaar-fukki at ak juróom ginnaaw ba Kàppiten Mbay ñàkkee bakkanam ca xare bóomante bi doxoon ci diggante ñaari waaso yi di Utu ya ak Tutsi ya.', 'Kàppiten Mbay Jaañ ab ofise laarme Senegaal la woon bu mbootaayu xeet yi yabaloon ca Ruwàndaa ca atum 1994. Booba fekkoon ñaari waaso yi di Utu yi ak Tutsi ya dëkke mooma réew doon bóomante. La ko fa yóbb woon nak doonon saytu na yëf ya deme, ci kilifteefug Kureelug mbootaayu xeet yi di MINUAR. Lako kilifay Kureel googe sant muy yam rekk ci caytug yëf ya, Mbay Jaañ da koo teg fële xar tànku tubéyam ci wallu Tutsi ya ak lenn ci Utu ya bokkul woon ca ñay bóom Tutsi ya. Ca noona la muccale lu ëpp juróom-benni téemer ci ñoom.', 'Fanweeri fan ak benn, ni tay jii, ci weeru me atum 1994, ba muy ñibbi ca dalub mbootaayu xeet ya moom dong ca la ab ndell dal ca wetu daamar ja mu ne woon. Mu faatu ca saa si. Fekkoon booba fukki fan ak ñaar rekk a desoon mu noppi ca Ruwàndaa ñibbi ca Senegaal ca wetu soxnaam Yaasin Maar Jóob ak seen njaboot.', 'Ñu jàppees ne Mbay Jaañ bàkke na ñu ko ne mooy ki ëpp fit gën a am jom ci ñi mas a liggéyal mbootaayu xeet yi ci saxal jàmm fépp fu aw ay tàkk ci àdduna bi. Ba tax na raaya bi mbootaayu xeet yi jagleel ci gën a wane pas-pas ak njàmbaar ak fit ci liggéey bi, ñi ngi ko duppe Mbay Jaañ.', 'Senegaal Romé Dallaire mi jiite woon Kureel ga mu nekkon, def na seede bii culture Mbay Jaañ : «\xa0Moom kott a daa dem, buy dellusi indiwaale ay nit tollu ci ay fukki nit yu mu muccal ci loxoy bóomkatu Tutsi ya seen i yoxo taq ripp ak dereet. Yamu ca, xanaa tegoon ca sàq ay pexe ci lu leen rawale ca réewum Keeniaa. Bu ca jóge lagg jëli ñeneen\xa0».', 'Partager la publication ""Mboor / Fàttaliku – 31 weeru me atum 1994 – 31 weeru me 2019""']",mboor
Lu tax Feederbu wéy di taxaw jonn fa Ndar ? Ak li mu bóom ci doomi réew mi !,https://saabal.com/lu-tax-feederbu-wey-di-taxaw-jonn-fa-ndar-ak-li-mu-boom-ci-doomi-reew-mi/,"['Partager la publication ""Lu tax Feederbu wéy di taxaw jonn fa Ndar ? Ak li mu bóom ci doomi réew mi !""']",mboor
Ñaas – ñaasu – ñaas-ñaas,https://saabal.com/naas-naasu-naas-naas/,"['Cay jamono, bokkoon na ci màndarga yiy wane ag bokk ci aw askan. Ci mboor, Ñaas nekkoon na baax gu am solo ci mbatiitum Afrig. Niki yeneen miineeli cosaan yi, ñaas-ñaasi der yooyu ñu ngi réer ndax dooley mbatiit mu bees mi, rawatina mom Tugal. Lan mooy seen mboor ak it ban dayo la jëf jooju am jamono jii ci Afrigu tay ji?', 'Njortees na ne mas ngaa daje ak nit ku am i ñaas-ñaas ci kanamam walla feneen ciw yaramam. Bu amagul it du lu aay, xamal rekk ne lu bari lool la ci Afrig gi nit ñu ñuul ñi dëkke. Jëf jooju ñu bari umpale cosaan la ak la muy wund, soree na lool ak lu amadi njariñ. Ñaas-ñaas yi defeesoon ko ngir jëmmal jegeñoog nit ñi ngir gaawal ràññeeg seen cosaan ci biir fere yu ñuul ñi. Amna màndarga yu bari yuy  wane wuute gi ci diggante xeet yi, càllala yi, walla sax waaso yi. Ci lu leer, mboolaayi Afrig yi lootaabewu woon nañu bu baax laata jamonoy nooteel gi ba raw fuuf tay jii.', 'Ci seen téere bii di \xa0» Awon asa ati Orisha ile Yoruba\xa0», doomi Niseryaa yii di Olu Daramola ak Adebayo Jeje saxal nañu ne seen i maam dañu doon ñaasu ngir dimbali seen doom ya bu ñu leen jàppaan jaam, ñu man a xàmmente seen biir te it fàttaliku seen cosaan bu ñu dajee fu sori seen suufi maam.Ay leeral yu yàggul te balle ca réewum Bene xamle nañu ne yenn njaboot yi dañu daan ñaas seen i doom te jubluwaay bi doonuloon lu dul feg leen cig njaam ndax jàppkatu jaam ñi, jëmm yi amul sikk la ñu gënoon a bëgg.', 'Ni ñaas-ñaas yi baree ay xeet, noonu it la lañuy wund wuutee. Bunu sukkandikoo ci seen i bind, seen i dayo ak fa ñuy nekk ci kanam gi, manees naa ràññee nit ñu bokk càllala, meen walla waaso.', 'Lu wuute ak loolu, ñaas-ñaas yi doonul rekk lu ràññatle nit ñi. Paj mi ci Afrig nekkul rekk mu bees mi, waaye mom cosaan la itam te ñaas-ñaas dañu cee am solo su rëy. Xàjjalees na ay xeeti ñaas-ñaas yu bari te jublu gi di faje walla fege. Kon ci Afrig gu ñuul gi, dees di ñaas góor, jigéen ak xale ngir faj leen walla aar leen.', 'Ñaas: scarifier / mbatiit m: la culture / miineel yi: les habitudes /', 'Ngañ Aaw / awdemba90@gmail.com ', 'Partager la publication ""Ñaas – ñaasu – ñaas-ñaas""']",mboor
8 fani maars: Nanu sargal jigéen ñi!,https://saabal.com/8-fani-maars-nanu-sargal-jigeen-ni/,"['', 'Àddu gi Nelson Màndelaa def ginnaaw bi mu génnee kaso mi ngi ko def ak gilley (lunettes) Winni Màndelaa. Nikiw màndarga! Saa su nekk fii ci sunu wet. Saa su nekk dinu won àddina si… Ci réew yu ne ak nekkiin wu ne, bisub 8i maars ma nga fay wéy. Ci Afrig, jigéen dafee mas a am dayo bu rëy te am solo ba jenn jamono. Noste gu jigéen  di ndayi kër, Seex Anta Jóob mi ngi ciy wax ci téeréem bii di Réewi nit ñu ñuul ñi ak seen i mbatiit. Bi islaam ñëwee ci la ñu tëggaat nekkiin wi. Usmaan Sémbeen a ngay wone coppite googu  ci biir filmu bii di ceddo…', 'Ci Afrig, rawatina Senegaal, bis bi dafa am dayo bu am solo. Loolu di wane fonkeel gi am jëme ci jigéen doon ndàlluw sunu réew. Ci Afirig am nanu fi Ranawalunaa 3, Ndaxte Yàlla, Aana Singaa…', 'Ca réewi Tugal ya beneen xeex a fa am. Jigéen ñaa nga am sañ-sañu woote ci atum junni ak juróom-ñenti téeméer  ak ñen-fukk ak juróom. Looloo waral bis bi ñu koy cambal ak di ko màggal nu woote tay jii ci réew yépp.', 'Lu jëm ci ñi doon xeexal jigéen, ñi ngi fi batay. Def nañu liggéey bu am solo ci jeqiku gi amoon  Farãas waaye itam ci xeex yi amoon ci Afrig. Doxu ñaxtu ga ñu defoon ca Garambasaam niiral la ci. Ci Senegaal, ay paŋkaar ñoo gatandu Degóol ci atum junni ak juróom-ñenti téeméer ak juróom fukk ak juroom-ñatt te ña ko defaroon doonoon ay jigéen…', 'Lan mooy taxawaayu jigéenu Afrig ci àddunay tay jii?', 'Ñu bari jéem nañoo tontu laaj boobu. «\xa0Bataaxel bu gudde nii\xa0» te Mariyaama Ba bind ko, jot naa lal laltaay gi ciy yeete . Usmaan Sémbeen jigéen la jagleel liggéeyam yi mujj.  Tay jii, yeete gaa ngi jaar ci filmu yu bari yu ñuy tasaare ci tele yi…', '«\xa0Maa ngi way sa rafetaay biy wéy, melo wi may dàkk ci Aji-sax ji laataa dogal bu fiir bi di la def dóom ngir dundal reeni dundu gi.\xa0»', 'Maa ngi àbbe kàddu yooyu ci Seŋoor ngir jox ko bépp jigéenu àdduna si.', 'Bàcc Sàmba Jaañ dongo ca lefum mboor mu «\xa0UCAD\xa0».', 'Albatros ci tekki gi / awdemba90@gmail.com / saabal.net@gmail.com', 'Partager la publication ""8 fani maars: Nanu sargal jigéen ñi!""']",mboor
Liy firndeel ne yaqub làkku Wolof a gën a gànjaru bob farañse,https://saabal.com/liy-firndeel-ne-yaqub-lakku-wolof-a-gen-a-ganjaru-bob-faranse/,"['Bismillaah, ci turu Yàlla, ma tàmbali. Alhamdu lillaah, cant fa Yàlla.🤲🏿', 'Bokk yi kaayleen nu waxtaan ci làkku farañse!📢', 'Mbokk mbaa xam nga ne làkku farañse mi nga naw lool ba mu tax la a xeeb saw làkk, ni làkk yépp ay waat yu ñu àbb te dajale dong la😌???', 'Topp ma, dinga ci xam dara👊🏿!', 'Ci farañse:', '😌-Waati xam-xam yi, waati gereg ak yu latiŋ yu ñu jabbase (jaxase) lañu.', 'Niral : hydro-phile : nob-ndox🤨 lay tekki ci gereg, hydro-phobe : ragal-ndox…..😲', 'Yeneen waat yi noonu lañu mel.', '😌-Waat yi jëm ci xare yu bari ci Almaa lañu juge', 'Niral: Maréchal ( A: Marschall), obus ( A: Haubitze )…..😲', 'Yeneen waat yi it noonu lañu mel.', '😌-Waat yi jëm ci xarala yu yees yi yu ci bari ci àngale la ko àbbe.', 'Niral: internet, taylorisation, …😲', '😌-Waat yi jëm ci mbay ak biri bis bu ne yu bari ci normaa lañu juge.', 'Niral: crèche, auberge, blanc, ble….😲', '😌🤝🏿-Toppaat ma ma xamal la làkk yi farañse àbb ak limu waat yi mu leen àbb.', '. Àngale: 2515i waat. Làkku itaali : 1198i waat. Almaa ak làkku Ótiris: 546i waat. Español: 476i waat. Làkku Neerlànd: 249i waat. Portige: 117i waat. Araab ak làkki Afrig-asi : 528i waat. Farañsig ga woon: 368i waat. Làkku Góol: 147i waat. Yenn làkki islaaf ak yu indoy amerig : 10 931', '😱😱😱😱Lii yéemewut a!!', '. Wolof : àbb na ko ay waat yu bari lim ba a leerul.🤩', 'Niral: laptot: lapptoo, banane: banaana, karité: kaarite, turu garab yu bari ak yeneen…😊😲', '(Sukkandikukaayu yenn yi: «\xa0le Robert\xa0»)😌😌', 'Ca gàggantikaayu «\xa0le Robert\xa0» 60 000i waat ya ca ne, 11 825 yi farañse da ko a àbb😱😱 (xaaral ma daw sax!!)', '😌Ci gàttal, wenn làkk setul ci àbb, rawatina farañse😁, moom ay waati àbb yu ñu dajale rekk la daanaka. (Àngale a ko a yées nag, mooy làkk wi ëpp i àbb ci kaw suuf ci li nu xamagum, waatam ya xaaj ba da ko a àbb😱🤭🏃🏿\u200d♂️)', '😋Cëy! Bu nu delloo woon waat yi farañse àbb seen i woroom, lu farañsey dese ciy waat?😅 Ndax farañse dina amati?😫 Ndax farañse bi dina manati wax soxlaam?🥺', 'Bokk yi, tontuleen laaj yi!!🤝🏿👊🏿', 'Abdulaay Sekk', 'Partager la publication ""Liy firndeel ne yaqub làkku Wolof a gën a gànjaru bob farañse""']",chronique
Diggante ñaar ñu nekk waxtaanay la koy rataxal,https://saabal.com/diggante-naar-nu-nekk-waxtaanay-la-koy-rataxal/,"['Góor gi xamul ne Jaan a ngi ci suuf.', 'Jigéen ji xamul ne xeer wu rëy-rëy moo naj góor gi.', 'Jigéen jaa gi naan: \xa0» wuy dinaa daanu\xa0»!', 'Te manatul a yéeg ndax Jaan jaa ngi koy màtt.', 'Mu ngay wax ca xelam naan: «\xa0lan moo tax góor gi ne damaa bëgg jëfandikoowul dooleem ji ngir xëcc ma, ma yéeg ci kaw.\xa0»', 'Góor gaa ngay wax naan: \xa0» maa ngi dee!\xa0»', 'Ca am xelam ma nga naan:\xa0» waaye dinaa wéy di xëcc ak sama doole jépp ji ma am\xa0»; teg ca sax ne «\xa0lan moo tax jigéen jii jéemul def dara ngir yéeg ci kaw?\xa0»', 'Njàngat li:', 'Leeg-leeg dunu gis jafe-jafe yi keneen di dund waaye moom it du gis mettiit wi nuy dund.', 'Noonii lay deme leeg-leeg ca barabu liggéeyukaay ya, ca kër ga, ci biir bëggante gi, ak ci biir xaritoo gi… Ndare danoo waroon di góor-goorlu di jéem a nàndante. Nanu jéem a xalaate neneen tey ba di àtte ak a tuumaal, di bañ a sukkandiku ci yaakaar ak jortu rawatina lu ñaaw la… Nanu jéem di gis la nëbbu…', 'Leeg-leeg xalaat ak sànni sa bët ca la nëbbu dina doon caabi jiy ubbi yenn wunt yi tëju.', 'Albatros ak Habiibul Xadiim Géy ', 'Partager la publication ""Diggante ñaar ñu nekk waxtaanay la koy rataxal""']",chronique
"Àddina baa ngi soppi xar-kanam, Naka Afrig ?",https://saabal.com/addina-baa-ngi-soppi-xar-kanam-naka-afrig/,"['Ca réewum Amerig, daaneel nañu fa ay tën yu bari yu nekkoon ca yenn mbedd ya ak bayaal ginnaaw faatug George Floyd. Yenn yi, ñaxtukat yi ñoo leen déjjati; yi ci des kilifay gox ya ndax coow yu yàgg yu ñu juroon. Ci nataal bu njëkk bi, tënub fara ba woon ca Filaadelfi, Frank Rizzo mi ñuy tuumaal ne dafa doon boddixeet ba waral ñu suub ko ba noppi dindi ko. ', 'Ca Birmingaam nekk ca Alabamaa, tënub Charles Linn mi bokkoon ca ñay xeex ngir njàppum jaam wéy, la fa ñaxtukat ya daaneel ba tax kilifay gox ba war koo dindi.', ' Ba tay ca Mongomeri, nekk ca Alabamaa, ñaxtukat ya daaneel nañu fa tënub 112 at bu mu mbootaayu GEN. Robert E. Lee mu ne woon tënn ca buntu daara-digg-dóomu ju Lee. ', 'Tënub Edward Carnack doonoon jàmbur ca Amerig te móomoon ab yéenekaay bu daan dal ci kaw ñi daan aar yelleefi nit ña, dàjji nañu ko ba noppi génne ko ca suufus dëkk bii di Nashwil. ', 'Ca Alexàndiri, Wirsini, fara ba siiwal na ci Tiwitéer ay naataali tën bu tuddoon «\xa0Appomattox\xa0» bob seen boroom moo kp dindi. Kàddu ya mu ca sof mooy : \xa0» Alexàndiri, niki yeneen gox yu mag yépp, mu ngi wéy di soppiku…\xa0»', 'Laaj biy sampe dafay doon, lan moo waral Senegaal ak yeneen réew yi ñu doon jël seen i doom di leen jaayi ca Amerig ñu ne dann fa ñu nekkoon rekk ba ña soppi xar-kanam?', 'Lu waral ñi doon jaay ak a jënd nit, di leen def jaamu mujj am kersay bàyyi tëni ña ko doon def, te réew yi ñu doon jël seen i doom di leen jaayi wéy di màggal tën yooyu…?Lu Feederbu di def Ndar?', 'Bu nu dikkaatee indi leen yenn ci tën yi béefeerkat yi ñu sampal i tën te warul ndax yayooñu ko.', 'Ngañ Aaw awdemba90@gmail.com ', 'Partager la publication ""Àddina baa ngi soppi xar-kanam, Naka Afrig ?""']",chronique
